,Unnamed: 0,Synset,Name,Predicted
33934,33934,Synset('garter.n.01'),garter.n.01,b
33935,33935,Synset('girdle.n.02'),girdle.n.02,b
33937,33937,Synset('headstall.n.01'),headstall.n.01,b
33938,33938,Synset('hoop.n.02'),hoop.n.02,b
33939,33939,Synset('rubber_band.n.01'),rubber_band.n.01,b
33940,33940,Synset('strap.n.03'),strap.n.03,b
33944,33944,Synset('weed.n.02'),weed.n.02,b
33949,33949,Synset('webbing.n.02'),webbing.n.02,b
33973,33973,Synset('aisle.n.03'),aisle.n.03,b
33976,33976,Synset('box.n.07'),box.n.07,b
33978,33978,Synset('bullpen.n.01'),bullpen.n.01,b
33979,33979,Synset('chancel.n.01'),chancel.n.01,b
33980,33980,Synset('choir.n.03'),choir.n.03,b
33981,33981,Synset('corner.n.03'),corner.n.03,b
33982,33982,Synset('court.n.10'),court.n.10,b
33989,33989,Synset('orchestra_pit.n.01'),orchestra_pit.n.01,b
33991,33991,Synset('patio.n.01'),patio.n.01,b
33992,33992,Synset('pit.n.06'),pit.n.06,b
33993,33993,Synset('pit.n.07'),pit.n.07,b
34001,34001,Synset('turnaround.n.03'),turnaround.n.03,b
34004,34004,Synset('loge.n.01'),loge.n.01,b
34006,34006,Synset('gallery.n.06'),gallery.n.06,b
34007,34007,Synset('boards.n.02'),boards.n.02,b
34010,34010,Synset('fuselage.n.01'),fuselage.n.01,b
34026,34026,Synset('abattoir.n.01'),abattoir.n.01,b
34029,34029,Synset('aviary.n.01'),aviary.n.01,b
34030,34030,Synset('bathhouse.n.01'),bathhouse.n.01,b
34031,34031,Synset('bowling_alley.n.01'),bowling_alley.n.01,b
34032,34032,Synset('center.n.03'),center.n.03,b
34033,34033,Synset('chapterhouse.n.01'),chapterhouse.n.01,b
34034,34034,Synset('clubhouse.n.01'),clubhouse.n.01,b
34035,34035,Synset('dormitory.n.01'),dormitory.n.01,b
34037,34037,Synset('feedlot.n.01'),feedlot.n.01,b
34038,34038,Synset('firetrap.n.01'),firetrap.n.01,b
34039,34039,Synset('gambling_house.n.01'),gambling_house.n.01,b
34040,34040,Synset('gazebo.n.01'),gazebo.n.01,b
34042,34042,Synset('greenhouse.n.01'),greenhouse.n.01,b
34043,34043,Synset('hall.n.12'),hall.n.12,b
34044,34044,Synset('hall.n.13'),hall.n.13,b
34046,34046,Synset('hotel-casino.n.02'),hotel-casino.n.02,b
34047,34047,Synset('hotel.n.01'),hotel.n.01,b
34048,34048,Synset('house.n.01'),house.n.01,b
34049,34049,Synset('house.n.12'),house.n.12,b
34050,34050,Synset('library.n.05'),library.n.05,b
34052,34052,Synset('ministry.n.02'),ministry.n.02,b
34053,34053,Synset('morgue.n.01'),morgue.n.01,b
34054,34054,Synset('observatory.n.01'),observatory.n.01,b
34055,34055,Synset('office_building.n.01'),office_building.n.01,b
34058,34058,Synset('packinghouse.n.01'),packinghouse.n.01,b
34060,34060,Synset('planetarium.n.01'),planetarium.n.01,b
34061,34061,Synset('presbytery.n.01'),presbytery.n.01,b
34062,34062,Synset('rest_house.n.01'),rest_house.n.01,b
34063,34063,Synset('restaurant.n.01'),restaurant.n.01,b
34064,34064,Synset('rink.n.01'),rink.n.01,b
34067,34067,Synset('school.n.02'),school.n.02,b
34068,34068,Synset('shooting_gallery.n.01'),shooting_gallery.n.01,b
34069,34069,Synset('signal_box.n.01'),signal_box.n.01,b
34071,34071,Synset('student_union.n.01'),student_union.n.01,b
34072,34072,Synset('tavern.n.01'),tavern.n.01,b
34073,34073,Synset('telecom_hotel.n.01'),telecom_hotel.n.01,b
34074,34074,Synset('temple.n.03'),temple.n.03,b
34075,34075,Synset('theater.n.01'),theater.n.01,b
34076,34076,Synset('whorehouse.n.01'),whorehouse.n.01,b
34077,34077,Synset('college.n.03'),college.n.03,b
34082,34082,Synset('obelisk.n.01'),obelisk.n.01,b
34083,34083,Synset('totem_pole.n.01'),totem_pole.n.01,b
34085,34085,Synset('fortification.n.01'),fortification.n.01,b
34087,34087,Synset('line_of_defense.n.02'),line_of_defense.n.02,b
34098,34098,Synset('basement.n.01'),basement.n.01,b
34099,34099,Synset('ground_floor.n.01'),ground_floor.n.01,b
34100,34100,Synset('loft.n.01'),loft.n.01,b
34101,34101,Synset('loft.n.02'),loft.n.02,b
34104,34104,Synset('apartment.n.01'),apartment.n.01,b
34106,34106,Synset('block.n.05'),block.n.05,b
34108,34108,Synset('condominium.n.02'),condominium.n.02,b
34111,34111,Synset('hostel.n.02'),hostel.n.02,b
34113,34113,Synset('mobile_home.n.01'),mobile_home.n.01,b
34119,34119,Synset('dock.n.05'),dock.n.05,b
34132,34132,Synset('burial_mound.n.01'),burial_mound.n.01,b
34133,34133,Synset('embankment.n.01'),embankment.n.01,b
34141,34141,Synset('tumbler.n.03'),tumbler.n.03,b
34143,34143,Synset('bulkhead.n.01'),bulkhead.n.01,b
34144,34144,Synset('screen.n.09'),screen.n.09,b
34145,34145,Synset('wall.n.01'),wall.n.01,b
34146,34146,Synset('gun_enclosure.n.01'),gun_enclosure.n.01,b
34150,34150,Synset('portico.n.01'),portico.n.01,b
34151,34151,Synset('stoop.n.03'),stoop.n.03,b
34152,34152,Synset('veranda.n.01'),veranda.n.01,b
34154,34154,Synset('brim.n.02'),brim.n.02,b
34155,34155,Synset('burr.n.02'),burr.n.02,b
34156,34156,Synset('cleat.n.01'),cleat.n.01,b
34157,34157,Synset('cornice.n.03'),cornice.n.03,b
34158,34158,Synset('drip.n.03'),drip.n.03,b
34159,34159,Synset('flange.n.01'),flange.n.01,b
34160,34160,Synset('fluke.n.03'),fluke.n.03,b
34162,34162,Synset('knob.n.01'),knob.n.01,b
34163,34163,Synset('lobe.n.04'),lobe.n.04,b
34164,34164,Synset('lug.n.03'),lug.n.03,b
34165,34165,Synset('overhang.n.01'),overhang.n.01,b
34167,34167,Synset('spike.n.08'),spike.n.08,b
34168,34168,Synset('tenon.n.01'),tenon.n.01,b
34169,34169,Synset('tooth.n.02'),tooth.n.02,b
34170,34170,Synset('tooth.n.05'),tooth.n.05,b
34172,34172,Synset('dugout.n.01'),dugout.n.01,b
34182,34182,Synset('tent.n.01'),tent.n.01,b
34185,34185,Synset('shingle.n.03'),shingle.n.03,b
34186,34186,Synset('amphitheater.n.02'),amphitheater.n.02,b
34187,34187,Synset('ballpark.n.01'),ballpark.n.01,b
34189,34189,Synset('circus.n.04'),circus.n.04,b
34195,34195,Synset('skeleton.n.04'),skeleton.n.04,b
34203,34203,Synset('high-rise.n.01'),high-rise.n.01,b
34207,34207,Synset('pylon.n.02'),pylon.n.02,b
34210,34210,Synset('steeple.n.01'),steeple.n.01,b
34212,34212,Synset('turret.n.01'),turret.n.01,b
34216,34216,Synset('checkerboard.n.01'),checkerboard.n.01,b
34217,34217,Synset('cribbage_board.n.01'),cribbage_board.n.01,b
34218,34218,Synset('dartboard.n.01'),dartboard.n.01,b
34221,34221,Synset('ouija.n.01'),ouija.n.01,b
34222,34222,Synset('pegboard.n.01'),pegboard.n.01,b
34223,34223,Synset('punchboard.n.01'),punchboard.n.01,b
34224,34224,Synset('floor.n.01'),floor.n.01,b
34227,34227,Synset('pargeting.n.02'),pargeting.n.02,b
34231,34231,Synset('edge.n.03'),edge.n.03,b
34232,34232,Synset('front.n.04'),front.n.04,b
34233,34233,Synset('larboard.n.01'),larboard.n.01,b
34235,34235,Synset('obverse.n.02'),obverse.n.02,b
34237,34237,Synset('reverse.n.04'),reverse.n.04,b
34239,34239,Synset('soffit.n.01'),soffit.n.01,b
34240,34240,Synset('starboard.n.01'),starboard.n.01,b
34243,34243,Synset('tabletop.n.01'),tabletop.n.01,b
34244,34244,Synset('writing_board.n.01'),writing_board.n.01,b
34253,34253,Synset('entrance.n.01'),entrance.n.01,b
34262,34262,Synset('shaft.n.10'),shaft.n.10,b
34264,34264,Synset('bridle_path.n.01'),bridle_path.n.01,b
34265,34265,Synset('crossing.n.05'),crossing.n.05,b
34266,34266,Synset('lane.n.02'),lane.n.02,b
34268,34268,Synset('towpath.n.01'),towpath.n.01,b
34270,34270,Synset('access_road.n.01'),access_road.n.01,b
34271,34271,Synset('byway.n.01'),byway.n.01,b
34272,34272,Synset('causeway.n.01'),causeway.n.01,b
34273,34273,Synset('clearway.n.01'),clearway.n.01,b
34275,34275,Synset('detour.n.01'),detour.n.01,b
34278,34278,Synset('highway.n.01'),highway.n.01,b
34279,34279,Synset('line.n.14'),line.n.14,b
34281,34281,Synset('roadway.n.01'),roadway.n.01,b
34284,34284,Synset('skid_road.n.02'),skid_road.n.02,b
34287,34287,Synset('track.n.10'),track.n.10,b
34291,34291,Synset('escalator.n.02'),escalator.n.02,b
34292,34292,Synset('fire_escape.n.01'),fire_escape.n.01,b
34293,34293,Synset('flight.n.03'),flight.n.03,b
34294,34294,Synset('ghat.n.01'),ghat.n.01,b
34295,34295,Synset('ramp.n.03'),ramp.n.03,b
34297,34297,Synset('canal.n.03'),canal.n.03,b
34298,34298,Synset('flume.n.02'),flume.n.02,b
34299,34299,Synset('headrace.n.01'),headrace.n.01,b
34300,34300,Synset('tailrace.n.01'),tailrace.n.01,b
34318,34318,Synset('muscle_cell.n.01'),muscle_cell.n.01,b
34319,34319,Synset('choanocyte.n.01'),choanocyte.n.01,b
34320,34320,Synset('oocyte.n.01'),oocyte.n.01,b
34323,34323,Synset('gamete.n.01'),gamete.n.01,b
34324,34324,Synset('blood_cell.n.01'),blood_cell.n.01,b
34328,34328,Synset('hybridoma.n.01'),hybridoma.n.01,b
34329,34329,Synset('mast_cell.n.01'),mast_cell.n.01,b
34331,34331,Synset('nerve_cell.n.01'),nerve_cell.n.01,b
34334,34334,Synset('schwann_cell.n.01'),schwann_cell.n.01,b
34336,34336,Synset('stem_cell.n.01'),stem_cell.n.01,b
34337,34337,Synset('target_cell.n.01'),target_cell.n.01,b
34339,34339,Synset('heterozygote.n.01'),heterozygote.n.01,b
34340,34340,Synset('homozygote.n.01'),homozygote.n.01,b
34342,34342,Synset('acrodont.n.01'),acrodont.n.01,b
34344,34344,Synset('biped.n.01'),biped.n.01,b
34347,34347,Synset('creepy-crawly.n.01'),creepy-crawly.n.01,b
34348,34348,Synset('critter.n.01'),critter.n.01,b
34349,34349,Synset('darter.n.02'),darter.n.02,b
34351,34351,Synset('embryo.n.02'),embryo.n.02,b
34353,34353,Synset('female.n.01'),female.n.01,b
34359,34359,Synset('homeotherm.n.01'),homeotherm.n.01,b
34362,34362,Synset('larva.n.01'),larva.n.01,b
34363,34363,Synset('male.n.01'),male.n.01,b
34364,34364,Synset('marine_animal.n.01'),marine_animal.n.01,b
34366,34366,Synset('metazoan.n.01'),metazoan.n.01,b
34367,34367,Synset('migrator.n.02'),migrator.n.02,b
34368,34368,Synset('molter.n.01'),molter.n.01,b
34370,34370,Synset('omnivore.n.02'),omnivore.n.02,b
34372,34372,Synset('pest.n.04'),pest.n.04,b
34374,34374,Synset('pleurodont.n.01'),pleurodont.n.01,b
34375,34375,Synset('poikilotherm.n.01'),poikilotherm.n.01,b
34376,34376,Synset('predator.n.02'),predator.n.02,b
34378,34378,Synset('racer.n.03'),racer.n.03,b
34379,34379,Synset('range_animal.n.01'),range_animal.n.01,b
34380,34380,Synset('scavenger.n.03'),scavenger.n.03,b
34381,34381,Synset('stayer.n.01'),stayer.n.01,b
34382,34382,Synset('stunt.n.02'),stunt.n.02,b
34384,34384,Synset('thoroughbred.n.03'),thoroughbred.n.03,b
34385,34385,Synset('varmint.n.02'),varmint.n.02,b
34388,34388,Synset('zooplankton.n.01'),zooplankton.n.01,b
34389,34389,Synset('agaric.n.01'),agaric.n.01,b
34393,34393,Synset('bird's-nest_fungus.n.01'),birds-nest_fungus.n.01,b
34395,34395,Synset('blastomycete.n.01'),blastomycete.n.01,b
34398,34398,Synset('brown_root_rot_fungus.n.01'),brown_root_rot_fungus.n.01,b
34399,34399,Synset('candida.n.01'),candida.n.01,b
34400,34400,Synset('clubroot_fungus.n.01'),clubroot_fungus.n.01,b
34401,34401,Synset('coffee_fungus.n.01'),coffee_fungus.n.01,b
34402,34402,Synset('coral_fungus.n.01'),coral_fungus.n.01,b
34403,34403,Synset('dead-man's-fingers.n.01'),dead-mans-fingers.n.01,b
34406,34406,Synset('earthball.n.01'),earthball.n.01,b
34407,34407,Synset('earthstar.n.01'),earthstar.n.01,b
34409,34409,Synset('ergot.n.02'),ergot.n.02,b
34411,34411,Synset('false_truffle.n.01'),false_truffle.n.01,b
34412,34412,Synset('felt_fungus.n.01'),felt_fungus.n.01,b
34414,34414,Synset('gastroboletus_scabrosus.n.01'),gastroboletus_scabrosus.n.01,b
34415,34415,Synset('gastroboletus_turbinatus.n.01'),gastroboletus_turbinatus.n.01,b
34416,34416,Synset('gastrocybe_lateritia.n.01'),gastrocybe_lateritia.n.01,b
34419,34419,Synset('hen-of-the-woods.n.01'),hen-of-the-woods.n.01,b
34421,34421,Synset('lichen.n.02'),lichen.n.02,b
34423,34423,Synset('macowanites_americanus.n.01'),macowanites_americanus.n.01,b
34424,34424,Synset('mildew.n.02'),mildew.n.02,b
34425,34425,Synset('mold.n.05'),mold.n.05,b
34426,34426,Synset('monilia.n.01'),monilia.n.01,b
34431,34431,Synset('potato_fungus.n.01'),potato_fungus.n.01,b
34433,34433,Synset('puffball.n.01'),puffball.n.01,b
34435,34435,Synset('radiigera_fuscogleba.n.01'),radiigera_fuscogleba.n.01,b
34436,34436,Synset('rhizoctinia.n.01'),rhizoctinia.n.01,b
34438,34438,Synset('sac_fungus.n.01'),sac_fungus.n.01,b
34439,34439,Synset('scaly_lentinus.n.01'),scaly_lentinus.n.01,b
34440,34440,Synset('sclerotinia.n.01'),sclerotinia.n.01,b
34441,34441,Synset('shiitake.n.01'),shiitake.n.01,b
34442,34442,Synset('slime_mold.n.01'),slime_mold.n.01,b
34444,34444,Synset('stalked_puffball.n.01'),stalked_puffball.n.01,b
34445,34445,Synset('stinkhorn.n.01'),stinkhorn.n.01,b
34448,34448,Synset('truffle.n.01'),truffle.n.01,b
34451,34451,Synset('white_fungus.n.01'),white_fungus.n.01,b
34452,34452,Synset('white_rust.n.01'),white_rust.n.01,b
34453,34453,Synset('wynnea_americana.n.01'),wynnea_americana.n.01,b
34454,34454,Synset('wynnea_sparassoides.n.01'),wynnea_sparassoides.n.01,b
34455,34455,Synset('yeast.n.02'),yeast.n.02,b
34475,34475,Synset('acrogen.n.01'),acrogen.n.01,b
34476,34476,Synset('air_plant.n.01'),air_plant.n.01,b
34477,34477,Synset('annual.n.01'),annual.n.01,b
34480,34480,Synset('autophyte.n.01'),autophyte.n.01,b
34481,34481,Synset('biennial.n.01'),biennial.n.01,b
34482,34482,Synset('crop.n.02'),crop.n.02,b
34483,34483,Synset('cryptogam.n.01'),cryptogam.n.01,b
34484,34484,Synset('embryo.n.01'),embryo.n.01,b
34487,34487,Synset('gametophyte.n.01'),gametophyte.n.01,b
34492,34492,Synset('monocarp.n.01'),monocarp.n.01,b
34494,34494,Synset('neophyte.n.01'),neophyte.n.01,b
34498,34498,Synset('phytoplankton.n.01'),phytoplankton.n.01,b
34503,34503,Synset('sporophyte.n.01'),sporophyte.n.01,b
34516,34516,Synset('autosome.n.01'),autosome.n.01,b
34520,34520,Synset('plasmid.n.01'),plasmid.n.01,b
34521,34521,Synset('russell's_body.n.01'),russells_body.n.01,b
34522,34522,Synset('coprolith.n.01'),coprolith.n.01,b
34523,34523,Synset('drift.n.04'),drift.n.04,b
34526,34526,Synset('alpha_particle.n.01'),alpha_particle.n.01,b
34528,34528,Synset('boson.n.01'),boson.n.01,b
34529,34529,Synset('deuteron.n.01'),deuteron.n.01,b
34531,34531,Synset('fermion.n.01'),fermion.n.01,b
34532,34532,Synset('ion.n.01'),ion.n.01,b
34534,34534,Synset('micelle.n.01'),micelle.n.01,b
34535,34535,Synset('prion.n.01'),prion.n.01,b
34537,34537,Synset('superstring.n.01'),superstring.n.01,b
34538,34538,Synset('thermion.n.01'),thermion.n.01,b
34539,34539,Synset('virino.n.01'),virino.n.01,b
34540,34540,Synset('virion.n.01'),virion.n.01,b
34566,34566,Synset('angostura_bark.n.01'),angostura_bark.n.01,b
34567,34567,Synset('canella.n.01'),canella.n.01,b
34568,34568,Synset('cascara.n.01'),cascara.n.01,b
34569,34569,Synset('cascarilla_bark.n.01'),cascarilla_bark.n.01,b
34570,34570,Synset('cassia_bark.n.01'),cassia_bark.n.01,b
34571,34571,Synset('cinchona.n.01'),cinchona.n.01,b
34573,34573,Synset('cinnamon_bark.n.01'),cinnamon_bark.n.01,b
34574,34574,Synset('magnolia.n.01'),magnolia.n.01,b
34576,34576,Synset('phellem.n.01'),phellem.n.01,b
34577,34577,Synset('tanbark.n.01'),tanbark.n.01,b
34578,34578,Synset('tapa.n.01'),tapa.n.01,b
34579,34579,Synset('winter's_bark.n.01'),winters_bark.n.01,b
34580,34580,Synset('epicranium.n.01'),epicranium.n.01,b
34581,34581,Synset('exoskeleton.n.01'),exoskeleton.n.01,b
34582,34582,Synset('exuviae.n.01'),exuviae.n.01,b
34583,34583,Synset('hair.n.01'),hair.n.01,b
34587,34587,Synset('skin.n.01'),skin.n.01,b
34589,34589,Synset('falls.n.01'),falls.n.01,b
34591,34591,Synset('capsule.n.03'),capsule.n.03,b
34592,34592,Synset('epicarp.n.01'),epicarp.n.01,b
34594,34594,Synset('stone.n.06'),stone.n.06,b
34595,34595,Synset('fish_scale.n.01'),fish_scale.n.01,b
34597,34597,Synset('husk.n.02'),husk.n.02,b
34598,34598,Synset('lorica.n.01'),lorica.n.01,b
34599,34599,Synset('medullary_sheath.n.01'),medullary_sheath.n.01,b
34600,34600,Synset('neurolemma.n.01'),neurolemma.n.01,b
34604,34604,Synset('phragmocone.n.01'),phragmocone.n.01,b
34607,34607,Synset('valve.n.04'),valve.n.04,b
34608,34608,Synset('valve.n.05'),valve.n.05,b
34610,34610,Synset('meteorite.n.01'),meteorite.n.01,b
34624,34624,Synset('galea.n.01'),galea.n.01,b
34625,34625,Synset('gill.n.03'),gill.n.03,b
34626,34626,Synset('hypanthium.n.01'),hypanthium.n.01,b
34627,34627,Synset('hypobasidium.n.01'),hypobasidium.n.01,b
34629,34629,Synset('mescal_button.n.01'),mescal_button.n.01,b
34630,34630,Synset('nectary.n.01'),nectary.n.01,b
34632,34632,Synset('root.n.01'),root.n.01,b
34633,34633,Synset('root_cap.n.01'),root_cap.n.01,b
34634,34634,Synset('root_hair.n.01'),root_hair.n.01,b
34636,34636,Synset('sprout.n.01'),sprout.n.01,b
34637,34637,Synset('stalk.n.02'),stalk.n.02,b
34638,34638,Synset('stolon.n.01'),stolon.n.01,b
34639,34639,Synset('cortex.n.02'),cortex.n.02,b
34641,34641,Synset('gall.n.03'),gall.n.03,b
34646,34646,Synset('parenchyma.n.02'),parenchyma.n.02,b
34679,34679,Synset('combustion.n.01'),combustion.n.01,b
34683,34683,Synset('washout.n.02'),washout.n.02,b
34688,34688,Synset('blow.n.07'),blow.n.07,b
34692,34692,Synset('puff.n.07'),puff.n.07,b
34696,34696,Synset('bite.n.08'),bite.n.08,b
34730,34730,Synset('blush.n.02'),blush.n.02,b
34757,34757,Synset('masturbation.n.01'),masturbation.n.01,b
34760,34760,Synset('hybridization.n.01'),hybridization.n.01,b
34763,34763,Synset('caressing.n.01'),caressing.n.01,b
34764,34764,Synset('feel.n.04'),feel.n.04,b
34765,34765,Synset('inversion.n.07'),inversion.n.07,b
34767,34767,Synset('pederasty.n.01'),pederasty.n.01,b
34777,34777,Synset('penetration.n.06'),penetration.n.06,b
34798,34798,Synset('phase.n.02'),phase.n.02,b
34800,34800,Synset('solid.n.02'),solid.n.02,b
34802,34802,Synset('lode.n.01'),lode.n.01,b
34821,34821,Synset('distortion.n.04'),distortion.n.04,b
34825,34825,Synset('aurora.n.02'),aurora.n.02,b
34826,34826,Synset('cloud.n.02'),cloud.n.02,b
34834,34834,Synset('storm.n.01'),storm.n.01,b
34839,34839,Synset('coma.n.03'),coma.n.03,b
34842,34842,Synset('mushroom.n.04'),mushroom.n.04,b
34843,34843,Synset('nebula.n.03'),nebula.n.03,b
34847,34847,Synset('charge.n.04'),charge.n.04,b
34855,34855,Synset('induction.n.02'),induction.n.02,b
34857,34857,Synset('reactance.n.01'),reactance.n.01,b
34860,34860,Synset('voltage.n.01'),voltage.n.01,b
34883,34883,Synset('magnetic_field.n.01'),magnetic_field.n.01,b
34886,34886,Synset('affinity.n.05'),affinity.n.05,b
34890,34890,Synset('cohesion.n.03'),cohesion.n.03,b
34891,34891,Synset('coriolis_force.n.01'),coriolis_force.n.01,b
34893,34893,Synset('life_force.n.01'),life_force.n.01,b
34894,34894,Synset('lorentz_force.n.01'),lorentz_force.n.01,b
34896,34896,Synset('moment.n.05'),moment.n.05,b
34900,34900,Synset('reaction.n.04'),reaction.n.04,b
34908,34908,Synset('inertia.n.02'),inertia.n.02,b
34915,34915,Synset('aberration.n.03'),aberration.n.03,b
34917,34917,Synset('diffraction.n.01'),diffraction.n.01,b
34918,34918,Synset('fringe.n.03'),fringe.n.03,b
34921,34921,Synset('parallax.n.01'),parallax.n.01,b
34941,34941,Synset('flare.n.07'),flare.n.07,b
34950,34950,Synset('rip.n.03'),rip.n.03,b
34970,34970,Synset('chelicera.n.01'),chelicera.n.01,b
34971,34971,Synset('claw.n.03'),claw.n.03,b
34972,34972,Synset('digit.n.03'),digit.n.03,b
34973,34973,Synset('fang.n.02'),fang.n.02,b
34974,34974,Synset('fin.n.06'),fin.n.06,b
34975,34975,Synset('limb.n.01'),limb.n.01,b
34976,34976,Synset('mouthpart.n.01'),mouthpart.n.01,b
34977,34977,Synset('parapodium.n.01'),parapodium.n.01,b
34978,34978,Synset('swimmeret.n.01'),swimmeret.n.01,b
34979,34979,Synset('finger.n.01'),finger.n.01,b
34980,34980,Synset('hand.n.01'),hand.n.01,b
34981,34981,Synset('toe.n.01'),toe.n.01,b
34983,34983,Synset('countenance.n.03'),countenance.n.03,b
34984,34984,Synset('muzzle.n.02'),muzzle.n.02,b
34993,34993,Synset('sulcus.n.01'),sulcus.n.01,b
35009,35009,Synset('end-plate.n.01'),end-plate.n.01,b
35012,35012,Synset('penis.n.01'),penis.n.01,b
35015,35015,Synset('tube_foot.n.01'),tube_foot.n.01,b
35016,35016,Synset('endocrine_gland.n.01'),endocrine_gland.n.01,b
35018,35018,Synset('green_gland.n.01'),green_gland.n.01,b
35019,35019,Synset('silk_gland.n.01'),silk_gland.n.01,b
35021,35021,Synset('heart.n.02'),heart.n.02,b
35023,35023,Synset('intestine.n.01'),intestine.n.01,b
35024,35024,Synset('liver.n.01'),liver.n.01,b
35026,35026,Synset('stomach.n.01'),stomach.n.01,b
35027,35027,Synset('viscera.n.01'),viscera.n.01,b
35028,35028,Synset('centriole.n.01'),centriole.n.01,b
35029,35029,Synset('cilium.n.01'),cilium.n.01,b
35032,35032,Synset('nucleolus.n.01'),nucleolus.n.01,b
35033,35033,Synset('nucleus.n.01'),nucleus.n.01,b
35045,35045,Synset('inner_ear.n.01'),inner_ear.n.01,b
35052,35052,Synset('third_eye.n.01'),third_eye.n.01,b
35054,35054,Synset('glottis.n.01'),glottis.n.01,b
35055,35055,Synset('larynx.n.01'),larynx.n.01,b
35059,35059,Synset('forewing.n.01'),forewing.n.01,b
35060,35060,Synset('halter.n.04'),halter.n.04,b
35109,35109,Synset('vane.n.04'),vane.n.04,b
35110,35110,Synset('optic_cup.n.01'),optic_cup.n.01,b
35111,35111,Synset('eyeball.n.01'),eyeball.n.01,b
35115,35115,Synset('keel.n.02'),keel.n.02,b
35116,35116,Synset('auricle.n.02'),auricle.n.02,b
35120,35120,Synset('abdominal_cavity.n.01'),abdominal_cavity.n.01,b
35123,35123,Synset('archenteron.n.01'),archenteron.n.01,b
35124,35124,Synset('armpit.n.01'),armpit.n.01,b
35125,35125,Synset('blastocoel.n.01'),blastocoel.n.01,b
35127,35127,Synset('bursa_omentalis.n.01'),bursa_omentalis.n.01,b
35128,35128,Synset('cecum.n.01'),cecum.n.01,b
35129,35129,Synset('celom.n.01'),celom.n.01,b
35131,35131,Synset('chest_cavity.n.01'),chest_cavity.n.01,b
35132,35132,Synset('cloaca.n.01'),cloaca.n.01,b
35134,35134,Synset('eye_socket.n.01'),eye_socket.n.01,b
35136,35136,Synset('locule.n.01'),locule.n.01,b
35138,35138,Synset('mediastinum.n.01'),mediastinum.n.01,b
35139,35139,Synset('middle_ear.n.01'),middle_ear.n.01,b
35140,35140,Synset('nasal_cavity.n.01'),nasal_cavity.n.01,b
35142,35142,Synset('oropharynx.n.01'),oropharynx.n.01,b
35143,35143,Synset('pelvic_cavity.n.01'),pelvic_cavity.n.01,b
35144,35144,Synset('pelvis.n.02'),pelvis.n.02,b
35145,35145,Synset('pericardial_cavity.n.01'),pericardial_cavity.n.01,b
35146,35146,Synset('peritoneal_cavity.n.01'),peritoneal_cavity.n.01,b
35148,35148,Synset('pulp_cavity.n.01'),pulp_cavity.n.01,b
35150,35150,Synset('sinus.n.02'),sinus.n.02,b
35151,35151,Synset('socket.n.01'),socket.n.01,b
35153,35153,Synset('uterine_cavity.n.01'),uterine_cavity.n.01,b
35154,35154,Synset('vacuole.n.01'),vacuole.n.01,b
35155,35155,Synset('ventricle.n.01'),ventricle.n.01,b
35156,35156,Synset('vestibule.n.02'),vestibule.n.02,b
35159,35159,Synset('hair.n.04'),hair.n.04,b
35160,35160,Synset('epicanthus.n.01'),epicanthus.n.01,b
35165,35165,Synset('spinal_cord.n.01'),spinal_cord.n.01,b
35174,35174,Synset('claw.n.01'),claw.n.01,b
35175,35175,Synset('hoof.n.02'),hoof.n.02,b
35176,35176,Synset('nail.n.01'),nail.n.01,b
35178,35178,Synset('areola.n.01'),areola.n.01,b
35182,35182,Synset('autonomic_nervous_system.n.01'),autonomic_nervous_system.n.01,b
35183,35183,Synset('brain.n.01'),brain.n.01,b
35184,35184,Synset('brainstem.n.01'),brainstem.n.01,b
35187,35187,Synset('cerebellum.n.01'),cerebellum.n.01,b
35188,35188,Synset('cerebral_cortex.n.01'),cerebral_cortex.n.01,b
35189,35189,Synset('cerebrum.n.01'),cerebrum.n.01,b
35192,35192,Synset('forebrain.n.01'),forebrain.n.01,b
35193,35193,Synset('ganglion.n.01'),ganglion.n.01,b
35197,35197,Synset('hippocampus.n.01'),hippocampus.n.01,b
35201,35201,Synset('medulla_oblongata.n.01'),medulla_oblongata.n.01,b
35205,35205,Synset('nucleus.n.05'),nucleus.n.05,b
35209,35209,Synset('pons.n.02'),pons.n.02,b
35216,35216,Synset('thalamus.n.01'),thalamus.n.01,b
35218,35218,Synset('birth_canal.n.01'),birth_canal.n.01,b
35219,35219,Synset('carpal_tunnel.n.01'),carpal_tunnel.n.01,b
35220,35220,Synset('duct.n.01'),duct.n.01,b
35221,35221,Synset('epicardia.n.01'),epicardia.n.01,b
35222,35222,Synset('esophagus.n.01'),esophagus.n.01,b
35225,35225,Synset('meatus.n.01'),meatus.n.01,b
35227,35227,Synset('root_canal.n.01'),root_canal.n.01,b
35228,35228,Synset('shunt.n.01'),shunt.n.01,b
35229,35229,Synset('sinusoid.n.01'),sinusoid.n.01,b
35230,35230,Synset('comb.n.04'),comb.n.04,b
35231,35231,Synset('frill.n.01'),frill.n.01,b
35232,35232,Synset('lamina.n.01'),lamina.n.01,b
35243,35243,Synset('vein.n.05'),vein.n.05,b
35245,35245,Synset('arch.n.02'),arch.n.02,b
35253,35253,Synset('spinal_column.n.01'),spinal_column.n.01,b
35254,35254,Synset('tarsus.n.01'),tarsus.n.01,b
35256,35256,Synset('cochlea.n.01'),cochlea.n.01,b
35258,35258,Synset('tubule.n.01'),tubule.n.01,b
35263,35263,Synset('placenta.n.02'),placenta.n.02,b
